# Compiler-generated DATA with no reachable source spelling, in two classes:
#   common  a COFF COMMON cl emits from a header-inline's function-local static
#           (DATA() is main-file-only) or its ??_B dynamic-init guard byte (no
#           source spelling at all). No owning TU exists - cl emits a copy into
#           every instantiating TU and the linker merges them - so only the
#           retail address is stated; owner documents the emitting header inline.
#           Everything else is re-proven against the base objs' COMMON tables
#           every build (gruntz.audit.compgen_data).
#   copy    a reviewed per-TU copy of a header static (the GruntDirStatics
#           device, docs/data-attribution.md): owner is the emitting TU, decided
#           by its $E static initializer's position. Several rows may share one
#           rva (each TU's copy folds onto the same retail byte).
# labels.py folds both classes into build/gen/symbol_names.csv.
rva	size	name	owner	class
0x0024a5f8	0xc	?s_gruntDirSouthWest_24a5f8@@3UGruntDirectionCell@@A	netlobbydialogs	copy
0x0024a640	0xc	?s_gruntDirEast_24a640@@3UGruntDirectionCell@@A	multihelpdlg	copy
0x0024a650	0xc	?s_gruntDirNorth_24a650@@3UGruntDirectionCell@@A	multihelpdlg	copy
0x0024a660	0xc	?s_gruntDirSouth_24a660@@3UGruntDirectionCell@@A	multihelpdlg	copy
0x0024a670	0xc	?s_gruntDirWest_24a670@@3UGruntDirectionCell@@A	multihelpdlg	copy
0x0024a680	0xc	?s_gruntDirNorthEast_24a680@@3UGruntDirectionCell@@A	multihelpdlg	copy
0x0024a690	0xc	?s_gruntDirNorthWest_24a690@@3UGruntDirectionCell@@A	multihelpdlg	copy
0x0024a6a0	0xc	?s_gruntDirSouthEast_24a6a0@@3UGruntDirectionCell@@A	multihelpdlg	copy
0x0024a6b0	0xc	?s_gruntDirCenter_24a6b0@@3UGruntDirectionCell@@A	multihelpdlg	copy
0x0024a6c0	0xc	?s_gruntDirSouthWest_24a6c0@@3UGruntDirectionCell@@A	multihelpdlg	copy
0x0024a768	0x1	_$S58$S	netcmdslot	copy
0x0024a770	0xc	?s_gruntDirEast_24a770@@3UGruntDirectionCell@@A	netsessionmgr	copy
0x0024a780	0xc	?s_gruntDirNorth_24a780@@3UGruntDirectionCell@@A	netsessionmgr	copy
0x0024a790	0xc	?s_gruntDirSouth_24a790@@3UGruntDirectionCell@@A	netsessionmgr	copy
0x0024a7a0	0xc	?s_gruntDirWest_24a7a0@@3UGruntDirectionCell@@A	netsessionmgr	copy
0x0024b3b0	0xc	?s_gruntDirNorthEast_24b3b0@@3UGruntDirectionCell@@A	netsessionmgr	copy
0x0024b3c0	0xc	?s_gruntDirNorthWest_24b3c0@@3UGruntDirectionCell@@A	netsessionmgr	copy
0x0024b3d0	0xc	?s_gruntDirSouthEast_24b3d0@@3UGruntDirectionCell@@A	netsessionmgr	copy
0x0024b3e0	0xc	?s_gruntDirCenter_24b3e0@@3UGruntDirectionCell@@A	netsessionmgr	copy
0x0024b3f0	0xc	?s_gruntDirSouthWest_24b3f0@@3UGruntDirectionCell@@A	netsessionmgr	copy
0x0024c5b8	0xc	?s_gruntDirEast_24c5b8@@3UGruntDirectionCell@@A	netcmdslot	copy
0x0024c5c8	0xc	?s_gruntDirNorth_24c5c8@@3UGruntDirectionCell@@A	netcmdslot	copy
0x0024c5d8	0xc	?s_gruntDirSouth_24c5d8@@3UGruntDirectionCell@@A	netcmdslot	copy
0x0024c5e8	0xc	?s_gruntDirWest_24c5e8@@3UGruntDirectionCell@@A	netcmdslot	copy
0x0024ca88	0xc	?s_gruntDirNorthEast_24ca88@@3UGruntDirectionCell@@A	netcmdslot	copy
0x0024ca98	0xc	?s_gruntDirNorthWest_24ca98@@3UGruntDirectionCell@@A	netcmdslot	copy
0x0024caa8	0xc	?s_gruntDirSouthEast_24caa8@@3UGruntDirectionCell@@A	netcmdslot	copy
0x0024cab8	0xc	?s_gruntDirCenter_24cab8@@3UGruntDirectionCell@@A	netcmdslot	copy
0x0024cac8	0xc	?s_gruntDirSouthWest_24cac8@@3UGruntDirectionCell@@A	netcmdslot	copy
0x0024cc78	0xc	?s_gruntDirEast_24cc78@@3UGruntDirectionCell@@A	multistartdlg	copy
0x0024cc88	0xc	?s_gruntDirNorth_24cc88@@3UGruntDirectionCell@@A	multistartdlg	copy
0x0024cc98	0xc	?s_gruntDirSouth_24cc98@@3UGruntDirectionCell@@A	multistartdlg	copy
0x0024cca8	0xc	?s_gruntDirWest_24cca8@@3UGruntDirectionCell@@A	multistartdlg	copy
0x0024ccb8	0xc	?s_gruntDirNorthEast_24ccb8@@3UGruntDirectionCell@@A	multistartdlg	copy
0x0024ccc8	0xc	?s_gruntDirNorthWest_24ccc8@@3UGruntDirectionCell@@A	multistartdlg	copy
0x0024ccd8	0xc	?s_gruntDirSouthEast_24ccd8@@3UGruntDirectionCell@@A	multistartdlg	copy
0x0024cce8	0xc	?s_gruntDirCenter_24cce8@@3UGruntDirectionCell@@A	multistartdlg	copy
0x0024ccf8	0xc	?s_gruntDirSouthWest_24ccf8@@3UGruntDirectionCell@@A	multistartdlg	copy
0x0024cd68	0x1	$S2407952	droppedobject	copy
0x0024cd6c	0x1	$S2407956	droppedobject	copy
0x0024cd70	0x1	$S2407960	droppedobject	copy
0x0024cd78	0xc	?s_gruntDirEast_24cd78@@3UGruntDirectionCell@@A	droppedobject	copy
0x0024cd88	0xc	?s_gruntDirNorth_24cd88@@3UGruntDirectionCell@@A	droppedobject	copy
0x0024cd98	0xc	?s_gruntDirSouth_24cd98@@3UGruntDirectionCell@@A	droppedobject	copy
0x0024cda8	0xc	?s_gruntDirWest_24cda8@@3UGruntDirectionCell@@A	droppedobject	copy
0x0024cdb8	0xc	?s_gruntDirNorthEast_24cdb8@@3UGruntDirectionCell@@A	droppedobject	copy
0x0024cdc8	0xc	?s_gruntDirNorthWest_24cdc8@@3UGruntDirectionCell@@A	droppedobject	copy
0x0024cdd8	0xc	?s_gruntDirSouthEast_24cdd8@@3UGruntDirectionCell@@A	droppedobject	copy
0x0024ce10	0xc	?s_gruntDirCenter_24ce10@@3UGruntDirectionCell@@A	droppedobject	copy
0x0024ce20	0xc	?s_gruntDirSouthWest_24ce20@@3UGruntDirectionCell@@A	droppedobject	copy
0x0024cf38	0xc	?s_gruntDirEast_24cf38@@3UGruntDirectionCell@@A	play	copy
0x0024cf48	0xc	?s_gruntDirNorth_24cf48@@3UGruntDirectionCell@@A	play	copy
0x0024cf58	0xc	?s_gruntDirSouth_24cf58@@3UGruntDirectionCell@@A	play	copy
0x0024cf68	0xc	?s_gruntDirWest_24cf68@@3UGruntDirectionCell@@A	play	copy
0x0024cf74	0x1	_?$S@?1??LoadScrollSpeedOptions@CPlay@@QAEHXZ@4EA$S	play	copy
0x0024d178	0xc	?s_gruntDirNorthEast_24d178@@3UGruntDirectionCell@@A	play	copy
0x0024d184	0x1	_?$S@?4??GetAmbientId@CPlay@@QAEHXZ@4EA$S	play	copy
0x0024d188	0xc	?s_gruntDirNorthWest_24d188@@3UGruntDirectionCell@@A	play	copy
0x0024d198	0xc	?s_gruntDirSouthEast_24d198@@3UGruntDirectionCell@@A	play	copy
0x0024d1a8	0xc	?s_gruntDirCenter_24d1a8@@3UGruntDirectionCell@@A	play	copy
0x0024d1b8	0xc	?s_gruntDirSouthWest_24d1b8@@3UGruntDirectionCell@@A	play	copy
0x0024d308	0xc	?s_gruntDirEast_24d308@@3UGruntDirectionCell@@A	gruntzplayer	copy
0x0024d318	0xc	?s_gruntDirNorth_24d318@@3UGruntDirectionCell@@A	gruntzplayer	copy
0x0024d328	0xc	?s_gruntDirSouth_24d328@@3UGruntDirectionCell@@A	gruntzplayer	copy
0x0024d338	0xc	?s_gruntDirWest_24d338@@3UGruntDirectionCell@@A	gruntzplayer	copy
0x0024d390	0xc	?s_gruntDirNorthEast_24d390@@3UGruntDirectionCell@@A	gruntzplayer	copy
0x0024d3a0	0xc	?s_gruntDirNorthWest_24d3a0@@3UGruntDirectionCell@@A	gruntzplayer	copy
0x0024d3b0	0xc	?s_gruntDirSouthEast_24d3b0@@3UGruntDirectionCell@@A	gruntzplayer	copy
0x0024d3c0	0xc	?s_gruntDirCenter_24d3c0@@3UGruntDirectionCell@@A	gruntzplayer	copy
0x0024d3d0	0xc	?s_gruntDirSouthWest_24d3d0@@3UGruntDirectionCell@@A	gruntzplayer	copy
0x0024d4a0	0xc	?s_gruntDirEast_24d4a0@@3UGruntDirectionCell@@A	playassetload	copy
0x0024d4b0	0xc	?s_gruntDirNorth_24d4b0@@3UGruntDirectionCell@@A	playassetload	copy
0x0024d4c0	0xc	?s_gruntDirSouth_24d4c0@@3UGruntDirectionCell@@A	playassetload	copy
0x0024d4d0	0xc	?s_gruntDirWest_24d4d0@@3UGruntDirectionCell@@A	playassetload	copy
0x0024d4e0	0xc	?s_gruntDirNorthEast_24d4e0@@3UGruntDirectionCell@@A	playassetload	copy
0x0024d4f0	0xc	?s_gruntDirNorthWest_24d4f0@@3UGruntDirectionCell@@A	playassetload	copy
0x0024d500	0xc	?s_gruntDirSouthEast_24d500@@3UGruntDirectionCell@@A	playassetload	copy
0x0024d510	0xc	?s_gruntDirCenter_24d510@@3UGruntDirectionCell@@A	playassetload	copy
0x0024d520	0xc	?s_gruntDirSouthWest_24d520@@3UGruntDirectionCell@@A	playassetload	copy
0x0024d568	0xc	?s_gruntDirEast_24d568@@3UGruntDirectionCell@@A	levelpreview	copy
0x0024d578	0xc	?s_gruntDirNorth_24d578@@3UGruntDirectionCell@@A	levelpreview	copy
0x0024d588	0xc	?s_gruntDirSouth_24d588@@3UGruntDirectionCell@@A	levelpreview	copy
0x0024d598	0xc	?s_gruntDirWest_24d598@@3UGruntDirectionCell@@A	levelpreview	copy
0x0024d5a8	0xc	?s_gruntDirNorthEast_24d5a8@@3UGruntDirectionCell@@A	levelpreview	copy
0x0024d5b8	0xc	?s_gruntDirNorthWest_24d5b8@@3UGruntDirectionCell@@A	levelpreview	copy
0x0024d5c8	0xc	?s_gruntDirSouthEast_24d5c8@@3UGruntDirectionCell@@A	levelpreview	copy
0x0024d5d8	0xc	?s_gruntDirCenter_24d5d8@@3UGruntDirectionCell@@A	levelpreview	copy
0x0024d5e8	0xc	?s_gruntDirSouthWest_24d5e8@@3UGruntDirectionCell@@A	levelpreview	copy
0x0024d618	0x1	$S2410176	projectile	copy
0x0024d61c	0x1	$S2410180	projectile	copy
0x0024d620	0xc	?s_gruntDirEast_24d620@@3UGruntDirectionCell@@A	logicrecorddispatch	copy
0x0024d630	0xc	?s_gruntDirNorth_24d630@@3UGruntDirectionCell@@A	logicrecorddispatch	copy
0x0024d640	0xc	?s_gruntDirSouth_24d640@@3UGruntDirectionCell@@A	logicrecorddispatch	copy
0x0024d650	0xc	?s_gruntDirWest_24d650@@3UGruntDirectionCell@@A	logicrecorddispatch	copy
0x0024d660	0xc	?s_gruntDirNorthEast_24d660@@3UGruntDirectionCell@@A	logicrecorddispatch	copy
0x0024d670	0xc	?s_gruntDirNorthWest_24d670@@3UGruntDirectionCell@@A	logicrecorddispatch	copy
0x0024d680	0xc	?s_gruntDirSouthEast_24d680@@3UGruntDirectionCell@@A	logicrecorddispatch	copy
0x0024d690	0xc	?s_gruntDirCenter_24d690@@3UGruntDirectionCell@@A	logicrecorddispatch	copy
0x0024d6a0	0xc	?s_gruntDirSouthWest_24d6a0@@3UGruntDirectionCell@@A	logicrecorddispatch	copy
0x0024d730	0xc	_s_gruntDirSouth$S	savegamedialogs	copy
0x0024d740	0xc	_s_gruntDirEast$S	savegamedialogs	copy
0x0024d750	0xc	_s_gruntDirNorthEast$S	savegamedialogs	copy
0x0024d760	0xc	_s_gruntDirSouthEast$S	savegamedialogs	copy
0x0024d770	0xc	?s_gruntDirNorthEast_24d770@@3UGruntDirectionCell@@A	savegamedialogs	copy
0x0024d780	0xc	?s_gruntDirNorthWest_24d780@@3UGruntDirectionCell@@A	savegamedialogs	copy
0x0024d790	0xc	?s_gruntDirSouthEast_24d790@@3UGruntDirectionCell@@A	savegamedialogs	copy
0x0024d7a0	0xc	?s_gruntDirCenter_24d7a0@@3UGruntDirectionCell@@A	savegamedialogs	copy
0x0024d7b0	0xc	?s_gruntDirSouthWest_24d7b0@@3UGruntDirectionCell@@A	savegamedialogs	copy
0x0024d7e8	0xc	?s_gruntDirEast_24d7e8@@3UGruntDirectionCell@@A	savegame	copy
0x0024d7f8	0xc	?s_gruntDirNorth_24d7f8@@3UGruntDirectionCell@@A	savegame	copy
0x0024d808	0xc	?s_gruntDirSouth_24d808@@3UGruntDirectionCell@@A	savegame	copy
0x0024d818	0xc	?s_gruntDirWest_24d818@@3UGruntDirectionCell@@A	savegame	copy
0x0024d828	0xc	?s_gruntDirNorthEast_24d828@@3UGruntDirectionCell@@A	savegame	copy
0x0024d838	0xc	?s_gruntDirNorthWest_24d838@@3UGruntDirectionCell@@A	savegame	copy
0x0024d848	0xc	?s_gruntDirSouthEast_24d848@@3UGruntDirectionCell@@A	savegame	copy
0x0024d858	0xc	?s_gruntDirCenter_24d858@@3UGruntDirectionCell@@A	savegame	copy
0x0024d868	0xc	?s_gruntDirSouthWest_24d868@@3UGruntDirectionCell@@A	savegame	copy
0x0024d890	0xc	?s_gruntDirEast_24d890@@3UGruntDirectionCell@@A	aniplayer	copy
0x0024d8a0	0xc	?s_gruntDirNorth_24d8a0@@3UGruntDirectionCell@@A	aniplayer	copy
0x0024d8b0	0xc	?s_gruntDirSouth_24d8b0@@3UGruntDirectionCell@@A	aniplayer	copy
0x0024d8c0	0xc	?s_gruntDirWest_24d8c0@@3UGruntDirectionCell@@A	aniplayer	copy
0x0024d8d0	0xc	?s_gruntDirNorthEast_24d8d0@@3UGruntDirectionCell@@A	aniplayer	copy
0x0024d8e0	0xc	?s_gruntDirNorthWest_24d8e0@@3UGruntDirectionCell@@A	aniplayer	copy
0x0024d8f0	0xc	?s_gruntDirSouthEast_24d8f0@@3UGruntDirectionCell@@A	aniplayer	copy
0x0024d900	0xc	?s_gruntDirCenter_24d900@@3UGruntDirectionCell@@A	aniplayer	copy
0x0024d910	0xc	?s_gruntDirSouthWest_24d910@@3UGruntDirectionCell@@A	aniplayer	copy
0x0024d938	0xc	?s_gruntDirEast_24d938@@3UGruntDirectionCell@@A	sbi_wellgoo	copy
0x0024d948	0xc	?s_gruntDirNorth_24d948@@3UGruntDirectionCell@@A	sbi_wellgoo	copy
0x0024d958	0xc	?s_gruntDirSouth_24d958@@3UGruntDirectionCell@@A	sbi_wellgoo	copy
0x0024d968	0xc	?s_gruntDirWest_24d968@@3UGruntDirectionCell@@A	sbi_wellgoo	copy
0x0024d978	0xc	?s_gruntDirNorthEast_24d978@@3UGruntDirectionCell@@A	sbi_wellgoo	copy
0x0024d988	0xc	?s_gruntDirNorthWest_24d988@@3UGruntDirectionCell@@A	sbi_wellgoo	copy
0x0024d998	0xc	?s_gruntDirSouthEast_24d998@@3UGruntDirectionCell@@A	sbi_wellgoo	copy
0x0024d9a8	0xc	?s_gruntDirCenter_24d9a8@@3UGruntDirectionCell@@A	sbi_wellgoo	copy
0x0024d9b8	0xc	?s_gruntDirSouthWest_24d9b8@@3UGruntDirectionCell@@A	sbi_wellgoo	copy
0x0024d9e0	0xc	?s_gruntDirEast_24d9e0@@3UGruntDirectionCell@@A	sbi_image	copy
0x0024d9f0	0xc	?s_gruntDirNorth_24d9f0@@3UGruntDirectionCell@@A	sbi_image	copy
0x0024da00	0xc	?s_gruntDirSouth_24da00@@3UGruntDirectionCell@@A	sbi_image	copy
0x0024da10	0xc	?s_gruntDirWest_24da10@@3UGruntDirectionCell@@A	sbi_image	copy
0x0024da20	0xc	?s_gruntDirNorthEast_24da20@@3UGruntDirectionCell@@A	sbi_image	copy
0x0024da30	0xc	?s_gruntDirNorthWest_24da30@@3UGruntDirectionCell@@A	sbi_image	copy
0x0024da40	0xc	?s_gruntDirSouthEast_24da40@@3UGruntDirectionCell@@A	sbi_image	copy
0x0024da50	0xc	?s_gruntDirCenter_24da50@@3UGruntDirectionCell@@A	sbi_image	copy
0x0024da60	0xc	?s_gruntDirSouthWest_24da60@@3UGruntDirectionCell@@A	sbi_image	copy
0x0024da88	0xc	?s_gruntDirEast_24da88@@3UGruntDirectionCell@@A	sbi_imageset	copy
0x0024da98	0xc	?s_gruntDirNorth_24da98@@3UGruntDirectionCell@@A	sbi_imageset	copy
0x0024daa8	0xc	?s_gruntDirSouth_24daa8@@3UGruntDirectionCell@@A	sbi_imageset	copy
0x0024dab8	0xc	?s_gruntDirWest_24dab8@@3UGruntDirectionCell@@A	sbi_imageset	copy
0x0024dac8	0xc	?s_gruntDirNorthEast_24dac8@@3UGruntDirectionCell@@A	sbi_imageset	copy
0x0024dad8	0xc	?s_gruntDirNorthWest_24dad8@@3UGruntDirectionCell@@A	sbi_imageset	copy
0x0024dae8	0xc	?s_gruntDirSouthEast_24dae8@@3UGruntDirectionCell@@A	sbi_imageset	copy
0x0024daf8	0xc	?s_gruntDirCenter_24daf8@@3UGruntDirectionCell@@A	sbi_imageset	copy
0x0024db08	0xc	?s_gruntDirSouthWest_24db08@@3UGruntDirectionCell@@A	sbi_imageset	copy
0x0024db30	0xc	?s_gruntDirEast_24db30@@3UGruntDirectionCell@@A	sbi_imagesetani	copy
0x0024db40	0xc	?s_gruntDirNorth_24db40@@3UGruntDirectionCell@@A	sbi_imagesetani	copy
0x0024db50	0xc	?s_gruntDirSouth_24db50@@3UGruntDirectionCell@@A	sbi_imagesetani	copy
0x0024db60	0xc	?s_gruntDirWest_24db60@@3UGruntDirectionCell@@A	sbi_imagesetani	copy
0x0024db70	0xc	?s_gruntDirNorthEast_24db70@@3UGruntDirectionCell@@A	sbi_imagesetani	copy
0x0024db80	0xc	?s_gruntDirNorthWest_24db80@@3UGruntDirectionCell@@A	sbi_imagesetani	copy
0x0024db90	0xc	?s_gruntDirSouthEast_24db90@@3UGruntDirectionCell@@A	sbi_imagesetani	copy
0x0024dba0	0xc	?s_gruntDirCenter_24dba0@@3UGruntDirectionCell@@A	sbi_imagesetani	copy
0x0024dbb0	0xc	?s_gruntDirSouthWest_24dbb0@@3UGruntDirectionCell@@A	sbi_imagesetani	copy
0x0024dbd8	0xc	?s_gruntDirEast_24dbd8@@3UGruntDirectionCell@@A	sbi_menuitem	copy
0x0024dbe8	0xc	?s_gruntDirNorth_24dbe8@@3UGruntDirectionCell@@A	sbi_menuitem	copy
0x0024dbf8	0xc	?s_gruntDirSouth_24dbf8@@3UGruntDirectionCell@@A	sbi_menuitem	copy
0x0024dc08	0xc	?s_gruntDirWest_24dc08@@3UGruntDirectionCell@@A	sbi_menuitem	copy
0x0024dc18	0xc	?s_gruntDirNorthEast_24dc18@@3UGruntDirectionCell@@A	sbi_menuitem	copy
0x0024dc28	0xc	?s_gruntDirNorthWest_24dc28@@3UGruntDirectionCell@@A	sbi_menuitem	copy
0x0024dc38	0xc	?s_gruntDirSouthEast_24dc38@@3UGruntDirectionCell@@A	sbi_menuitem	copy
0x0024dc48	0xc	?s_gruntDirCenter_24dc48@@3UGruntDirectionCell@@A	sbi_menuitem	copy
0x0024dc58	0xc	?s_gruntDirSouthWest_24dc58@@3UGruntDirectionCell@@A	sbi_menuitem	copy
0x0024dc80	0xc	?s_gruntDirEast_24dc80@@3UGruntDirectionCell@@A	statusbartabbuilders	copy
0x0024dc90	0xc	?s_gruntDirNorth_24dc90@@3UGruntDirectionCell@@A	statusbartabbuilders	copy
0x0024dca0	0xc	?s_gruntDirSouth_24dca0@@3UGruntDirectionCell@@A	statusbartabbuilders	copy
0x0024dcb0	0xc	?s_gruntDirWest_24dcb0@@3UGruntDirectionCell@@A	statusbartabbuilders	copy
0x0024dcc0	0xc	?s_gruntDirNorthEast_24dcc0@@3UGruntDirectionCell@@A	statusbartabbuilders	copy
0x0024dcd0	0xc	?s_gruntDirNorthWest_24dcd0@@3UGruntDirectionCell@@A	statusbartabbuilders	copy
0x0024dce0	0xc	?s_gruntDirSouthEast_24dce0@@3UGruntDirectionCell@@A	statusbartabbuilders	copy
0x0024dcf0	0xc	?s_gruntDirCenter_24dcf0@@3UGruntDirectionCell@@A	statusbartabbuilders	copy
0x0024dd00	0xc	?s_gruntDirSouthWest_24dd00@@3UGruntDirectionCell@@A	statusbartabbuilders	copy
0x0024dd28	0xc	?s_gruntDirEast_24dd28@@3UGruntDirectionCell@@A	sbi_sidetab	copy
0x0024dd38	0xc	?s_gruntDirNorth_24dd38@@3UGruntDirectionCell@@A	sbi_sidetab	copy
0x0024dd48	0xc	?s_gruntDirSouth_24dd48@@3UGruntDirectionCell@@A	sbi_sidetab	copy
0x0024dd58	0xc	?s_gruntDirWest_24dd58@@3UGruntDirectionCell@@A	sbi_sidetab	copy
0x0024dd68	0xc	?s_gruntDirNorthEast_24dd68@@3UGruntDirectionCell@@A	sbi_sidetab	copy
0x0024dd78	0xc	?s_gruntDirNorthWest_24dd78@@3UGruntDirectionCell@@A	sbi_sidetab	copy
0x0024dd88	0xc	?s_gruntDirSouthEast_24dd88@@3UGruntDirectionCell@@A	sbi_sidetab	copy
0x0024dd98	0xc	?s_gruntDirCenter_24dd98@@3UGruntDirectionCell@@A	sbi_sidetab	copy
0x0024dda8	0xc	?s_gruntDirSouthWest_24dda8@@3UGruntDirectionCell@@A	sbi_sidetab	copy
0x0024ddd0	0xc	?s_gruntDirEast_24ddd0@@3UGruntDirectionCell@@A	sbi_statztabarrow	copy
0x0024dde0	0xc	?s_gruntDirNorth_24dde0@@3UGruntDirectionCell@@A	sbi_statztabarrow	copy
0x0024ddf0	0xc	?s_gruntDirSouth_24ddf0@@3UGruntDirectionCell@@A	sbi_statztabarrow	copy
0x0024de00	0xc	?s_gruntDirWest_24de00@@3UGruntDirectionCell@@A	sbi_statztabarrow	copy
0x0024de10	0xc	?s_gruntDirNorthEast_24de10@@3UGruntDirectionCell@@A	sbi_statztabarrow	copy
0x0024de20	0xc	?s_gruntDirNorthWest_24de20@@3UGruntDirectionCell@@A	sbi_statztabarrow	copy
0x0024de30	0xc	?s_gruntDirSouthEast_24de30@@3UGruntDirectionCell@@A	sbi_statztabarrow	copy
0x0024de40	0xc	?s_gruntDirCenter_24de40@@3UGruntDirectionCell@@A	sbi_statztabarrow	copy
0x0024de50	0xc	?s_gruntDirSouthWest_24de50@@3UGruntDirectionCell@@A	sbi_statztabarrow	copy
0x0024de78	0xc	?s_gruntDirEast_24de78@@3UGruntDirectionCell@@A	cmdscrollapply	copy
0x0024de88	0xc	?s_gruntDirNorth_24de88@@3UGruntDirectionCell@@A	cmdscrollapply	copy
0x0024de98	0xc	?s_gruntDirSouth_24de98@@3UGruntDirectionCell@@A	cmdscrollapply	copy
0x0024dea8	0xc	?s_gruntDirWest_24dea8@@3UGruntDirectionCell@@A	cmdscrollapply	copy
0x0024deb8	0xc	?s_gruntDirNorthEast_24deb8@@3UGruntDirectionCell@@A	cmdscrollapply	copy
0x0024dec8	0xc	?s_gruntDirNorthWest_24dec8@@3UGruntDirectionCell@@A	cmdscrollapply	copy
0x0024ded8	0xc	?s_gruntDirSouthEast_24ded8@@3UGruntDirectionCell@@A	cmdscrollapply	copy
0x0024dee8	0xc	?s_gruntDirCenter_24dee8@@3UGruntDirectionCell@@A	cmdscrollapply	copy
0x0024def8	0xc	?s_gruntDirSouthWest_24def8@@3UGruntDirectionCell@@A	cmdscrollapply	copy
0x0024df58	0xc	?s_gruntDirEast_24df58@@3UGruntDirectionCell@@A	gruntarrivalscan	copy
0x0024df68	0xc	?s_gruntDirNorth_24df68@@3UGruntDirectionCell@@A	gruntarrivalscan	copy
0x0024df78	0xc	?s_gruntDirSouth_24df78@@3UGruntDirectionCell@@A	gruntarrivalscan	copy
0x0024df88	0xc	?s_gruntDirWest_24df88@@3UGruntDirectionCell@@A	gruntarrivalscan	copy
0x0024df98	0xc	?s_gruntDirNorthEast_24df98@@3UGruntDirectionCell@@A	gruntarrivalscan	copy
0x0024dfa8	0xc	?s_gruntDirNorthWest_24dfa8@@3UGruntDirectionCell@@A	gruntarrivalscan	copy
0x0024dfb8	0xc	?s_gruntDirSouthEast_24dfb8@@3UGruntDirectionCell@@A	gruntarrivalscan	copy
0x0024dfc8	0xc	?s_gruntDirCenter_24dfc8@@3UGruntDirectionCell@@A	gruntarrivalscan	copy
0x0024dfd8	0xc	?s_gruntDirSouthWest_24dfd8@@3UGruntDirectionCell@@A	gruntarrivalscan	copy
0x0024e000	0xc	?s_gruntDirEast_24e000@@3UGruntDirectionCell@@A	gruntbricklayerstep	copy
0x0024e010	0xc	?s_gruntDirNorth_24e010@@3UGruntDirectionCell@@A	gruntbricklayerstep	copy
0x0024e020	0xc	?s_gruntDirSouth_24e020@@3UGruntDirectionCell@@A	gruntbricklayerstep	copy
0x0024e030	0xc	?s_gruntDirWest_24e030@@3UGruntDirectionCell@@A	gruntbricklayerstep	copy
0x0024e040	0xc	?s_gruntDirNorthEast_24e040@@3UGruntDirectionCell@@A	gruntbricklayerstep	copy
0x0024e050	0xc	?s_gruntDirNorthWest_24e050@@3UGruntDirectionCell@@A	gruntbricklayerstep	copy
0x0024e060	0xc	?s_gruntDirSouthEast_24e060@@3UGruntDirectionCell@@A	gruntbricklayerstep	copy
0x0024e070	0xc	?s_gruntDirCenter_24e070@@3UGruntDirectionCell@@A	gruntbricklayerstep	copy
0x0024e080	0xc	?s_gruntDirSouthWest_24e080@@3UGruntDirectionCell@@A	gruntbricklayerstep	copy
0x0024e0a8	0xc	?s_gruntDirEast_24e0a8@@3UGruntDirectionCell@@A	gruntwanderstep	copy
0x0024e0b8	0xc	?s_gruntDirNorth_24e0b8@@3UGruntDirectionCell@@A	gruntwanderstep	copy
0x0024e0c8	0xc	?s_gruntDirSouth_24e0c8@@3UGruntDirectionCell@@A	gruntwanderstep	copy
0x0024e0d8	0xc	?s_gruntDirWest_24e0d8@@3UGruntDirectionCell@@A	gruntwanderstep	copy
0x0024e0e8	0xc	?s_gruntDirNorthEast_24e0e8@@3UGruntDirectionCell@@A	gruntwanderstep	copy
0x0024e0f8	0xc	?s_gruntDirNorthWest_24e0f8@@3UGruntDirectionCell@@A	gruntwanderstep	copy
0x0024e108	0xc	?s_gruntDirSouthEast_24e108@@3UGruntDirectionCell@@A	gruntwanderstep	copy
0x0024e118	0xc	?s_gruntDirCenter_24e118@@3UGruntDirectionCell@@A	gruntwanderstep	copy
0x0024e128	0xc	?s_gruntDirSouthWest_24e128@@3UGruntDirectionCell@@A	gruntwanderstep	copy
0x0024e150	0xc	?s_gruntDirEast_24e150@@3UGruntDirectionCell@@A	gruntreticlescan	copy
0x0024e160	0xc	?s_gruntDirNorth_24e160@@3UGruntDirectionCell@@A	gruntreticlescan	copy
0x0024e170	0xc	?s_gruntDirSouth_24e170@@3UGruntDirectionCell@@A	gruntreticlescan	copy
0x0024e180	0xc	?s_gruntDirWest_24e180@@3UGruntDirectionCell@@A	gruntreticlescan	copy
0x0024e190	0xc	?s_gruntDirNorthEast_24e190@@3UGruntDirectionCell@@A	gruntreticlescan	copy
0x0024e1a0	0xc	?s_gruntDirNorthWest_24e1a0@@3UGruntDirectionCell@@A	gruntreticlescan	copy
0x0024e1b0	0xc	?s_gruntDirSouthEast_24e1b0@@3UGruntDirectionCell@@A	gruntreticlescan	copy
0x0024e1c0	0xc	?s_gruntDirCenter_24e1c0@@3UGruntDirectionCell@@A	gruntreticlescan	copy
0x0024e1d0	0xc	?s_gruntDirSouthWest_24e1d0@@3UGruntDirectionCell@@A	gruntreticlescan	copy
0x0024e1f8	0xc	?s_gruntDirEast_24e1f8@@3UGruntDirectionCell@@A	gruntchargestep	copy
0x0024e208	0xc	?s_gruntDirNorth_24e208@@3UGruntDirectionCell@@A	gruntchargestep	copy
0x0024e218	0xc	?s_gruntDirSouth_24e218@@3UGruntDirectionCell@@A	gruntchargestep	copy
